id,name,score,publisher,developer,follow,order,topic,review,install,recommend
64230,歡樂吹牛-經典骰子吹牛遊戲,,Ssjj Game,,96,,,,,
64233,飞机试点训练学院飞行模拟器,,Real Games Studio - 3D World,,1011,,,3,,
64234,艳后的宝藏,,BIG WIN Studio,,5,,,,,
64235,魔法学校 - 神秘魔法消消乐,,Yunbu Game Studio,,45,,,,,
64236,Zig & Sharko,,Xilam Animation,,8,,,,,
64237,Houchi Hero - 放置系RPG,7.3,Gamecaff LTD,,285,,,10,,
64238,Rolly vs Vortex!,,4orce,,55,,,,,
64239,死神 - 失乐园 -,7.5,LINE Corporation,,9675,,40,100,,
64242,Immortal Beasts,,Superhero Universe,,110,,,2,,
64243,Medieval Fantasy RPG (Choices Game),,Delight Games,,189,,1,2,,
64244,黄昏 3: 战纪传说,8.9,Artifex Mundi,,694,,2,12,,
64246,Construction Truck 3D: Prefab Transport,,Jansen Games,,83,,,2,,
64247,武神赵云传：少年名将征战天下,,Innovation Game,,3,,,1,,
64253,天剑苍穹3D-全民修仙，再续情缘,,guoliang li,,10,,,,,
64254,天天挂江湖,,li dong,,14,,2,1,,
64255,全民僵尸战争(世界争霸战),,"Injoygame Co.,Ltd.",,36,,,1,,
64256,芒果英雄,,"Beijing Raytoon Technology Co., Ltd.",,8,,,2,,
64257,Little Galaxy Family,,"Bitmap Galaxy, s.r.o.",,13,,,2,,
64258,Chop Chop Runner,,Gamerizon,,1,,,,,
64259,飞仙-大型自由组队交易回合制手游,,li dongmei,,170,,2,3,,
64260,Toy Party: 六角谜题 而 配对 游戏,,cookapps,,2,,,,,
64261,Flower花,9.8,"Annapurna Games, LLC",,11202,,7,98,,yes
64262,Choice of the Cat,,Choice of Games LLC,,1,,,,,
64263,"Highlands, Deep Waters",,Hosted Games LLC,,1,,,,,
64266,心&理テストやな by チョコレートスモーカーズ,,tomoki iwasaki,,20,,,,,
64267,うたドン！ - 早押しイントロクイズ,,"TOMO MUSIC,INC.",,279,,,4,,
64269,Fare City: Taxi Mania,,Finkly Interactive,,,,,,,
64271,Can You Escape Desert House ?,,Xiling Gong,,,,,,,
64273,独轮骑士,,"PICTOSOFT Co., LTD",,36,,,2,,
64274,Tornados Mirage - Flight Simulator,,Paulina Miazga,,4,,,,,
64275,平衡积木,8.8,Digital Melody,,2291,,5,14,,
64276,平原逃脱,,Tiny Games srl,,656,,1,4,,
64277,Cubiques 2,,Dilmer Valecillos,,10,,,,,
64279,封仙,,爱玩互动,,142,,1,3,,
64280,Harald: A Game of Influence,,Asmodee Digital,,41,,,,,
64281,佣兵对决,7.7,光树游戏,,,2593,21,77,,
64282,糖果大战,8.5,豆豆龙,,407,,2,7,,
64283,Cutie Raid - Angels Tale,,Nuts Games,,48,,1,2,,
64284,一零计划 10project,6.3,咕咕工作室,,535661,,8804,12959,190599,
64285,Tower Kings,,Monster 2nd Branch,,210,,2,1,,
64286,暗影战歌,,触动互娱,,106,,1,6,,
64287,Mystera Legacy - MMORPG Sandbox,9.8,JVH: MMO Sandbox Games,,686,,2,11,,
64288,12 Labours of Hercules V (Platinum Edition HD),,JetDogs Oy,,10,,,,,
64290,Football Manager Tycoon,,ElectricGames,,3,,,,,
64292,文字生存游戏,8.2,ELEES Studio,,,32525,229,516,,
64293,俺来当英雄,8.7,冰狮游戏,Cyberloge Interactive Limited,,8233,15,87,,yes
64294,ColorPop！色彩碰碰碰,,掌游天下ZPLAY,,,267,1,2,,
64295,万古至尊,2.2,广州傲玩信息科技有限公司,,142,73,2,20,140,
64297,ふわ飛びジェットマン　～暇つぶし最適ゲーム～,,River Field,,1,,,,,
64298,海贼迷航：消消乐之旅,8.5,G5 Entertainment,,552,,,7,,
64299,暴徒io,8.1,Clown Games,,27339,,36,153,,
64300,Guitar Band Battle,7.3,Zeeppo,,2274,,,22,,
64302,激光喵,8.6,掌游天下ZPLAY,,3586,382,9,26,,
64303,被不良少年盯上：跑腿罗曼史,8.9,Day7,,44537,,82,1046,,
64305,打造我的房間,,21g.,,115,,,1,,
64306,帕帕岛物语 竞技场版,8.4,伴月网络科技有限公司,上海伴月网络科技有限公司,7712,,52,192,,
64307,塔防三国,7.4,北京鸿鸣互动科技有限公司,北京昊睿中天科技有限公司,,263,,6,,
64308,糖果世界-萌萌消,,Yunbu Game,,125,,,,,
64309,Fresh Farm Match 3,,Fun Match 3 Games,,3,,,,,
64311,Eliminate Black Magic,,Games2Jolly,,2,,,,,
64312,路邊的甩棍,,SCIFASAURUS,,44,,,1,,
64313,Grim Tales: Crimson Hollow Collector's Edition,,Big Fish Games,,19,,,,,
64314,Tangled hidden princess,,Real games,,3,,,,,
64315,Shine time of shimmer adventure,,gameforyou2019,,,,,,,
64316,Escape Games - Deluxe House 8,,Odd1 Apps,,6,,,,,
64317,铁血武林2,6.8,深圳市前海弘程游戏有限公司,,41144,,127,532,39491,
64319,BTS Piano Game,8,Bellamina Likens,,1244,,2,13,,
64320,冰雪女王block,,BIG WIN Studio,,2,,,,,
64321,Block vs Balls: Shooting Game,,Venus88 Studio,,23,,,1,,
64322,Crazy Cupcake Match 3,,Cookie Crush Games,,4,,,,,
64323,Assault Fury - Mission Combat,,Integer Games,,52,,,1,,
64324,科学女孩vs学校欺负 - 成为最棒的怪女孩！,,Beauty Salon Games,,71,,,1,,
64326,杂货店收银员 - 超级市场经理,,Appricot Studio - 2D Games,,139,,,2,,
64327,American Sniper Shoot,4.8,Doing Studio,,2042,,1,31,,
64328,Fun!Fun! ファンタジーシアター,,"C4on, Inc.",,24,,1,2,,
64329,Escape Game: Esc,,fum4dev,,6,,,,,
64330,毎日ねこと詰将棋,,はっぽう,,67,,,,,
64331,Super Jungle World Run,4.8,Platfrome68Games,,1555,,1,13,,
64332,狙击手幽灵突击队战士 - 丛林生存,4,Blockot Studios,,4908,,,19,,
64336,Games Splatoon 2 Cheat,3.3,Sehato,,496,,,5,,
64338,赤影传说,,Kun He,,7,,,2,,
64346,Ballz Shooter,,Ketchapp,,10,,,1,,
64347,Grapple Gum,,Ali Mehrez,,,,,,,
64348,Fun!Fun! ファンタジーシアター,,"C4ON,INC.",,2,,,,,
64350,Train Drive ATS 3,,TAKAHIRO ITO,,34,,,3,,
64352,逆乾坤,,深圳市光荣互动网络科技有限公司,,20,2,,2,34,
64353,马儿快跑,,南狼工作室,,21,,,1,,
64355,Hero Evolution,,crablue,,16,,,1,,
64356,Cat Snaps,,Eric Marschner,,9,,,2,,
64357,????,,Jiu Wan Li Limited,,13,,,1,,
64358,Oh！熱舞社-在有你的團練時刻,,"Net Publishing Co., Ltd.",,14,,,1,,
64359,神兵玄奇-天下風雲,,DRAGON GAMER (HONG KONG) CO. LIMITED,,24,,,2,,
64360,单词消消乐,,GreenTea,,192,,,2,,
64361,交叉线!,8.3,BIGDOG,,223362,,65,690,402538,yes
64362,養豬場MIXTW,8.5,"JOE,Inc",,10975,,69,134,,
64363,万花世界,8.6,第二梦游戏工作室,,2169,,9,44,,
64365,Freediving Hunter,,Carlos Suarez,,,,,,,
64368,i Fishing Saltwater Edition,,Chris Egerter,,,,,,,
64369,Guess the Code Pro,,Optime Software LLC,,1,,,,,
64370,Doomdark's Revenge,,Chilli Hugger Software Ltd,,1,,,1,,
64371,Escape House: Neighbor Secret Door,,Noah Dean,,1,,,,,
64374,我的MT4,4.6,Linmingfang Fuzhou reliable network technology limited company,,214,,1,9,,
64376,百万战姬,6.1,才宝网络,,4547,,26,95,,
64377,求生之战,8.3,上海厚凸网络科技有限公司,,443503,,1282,3282,,yes
64378,Abandoned Factory Escape 11,,Escape Game Studio,,30,,,,,
64379,Cute Rhinoceros Rescue Game Kavi - 250,,Kavi Games,,1,,,,,
64380,模糊的记忆画猜谜,4.9,Babangida,,358,,1,7,,
64381,養豬場MIXTW,8.5,"JOE,Inc",,10975,,69,134,,
64382,特力屋尋寶抽獎,,"FAR SAIL CO., LTD. 遠颺科技股份有限公司",,4,2,,,,
64383,飞天小女孩泡泡,,BIG WIN Studio,,8,,,,,
64384,御剑八荒,4.8,浙江星飞信息技术有限公司,,912,,36,21,351,
64385,美食萌萌消,,杭州龙狼网络科技有限公司,,76,,1,2,188,
64386,upup,,懿忆燚恆,,3,,,1,,
64387,Choice of the Cat,,Choice of Games LLC,,15,,,,,
64388,7 Paladins : 3D RPG x MOBA,,MainGames,,62,,,2,,
64389,Ninja Samurai Assassin Hero III Egypt,,HGamesArt,,592,,,4,,
64390,疯狂城市4 逃出监狱,6.6,Extereme Games,,237297,,129,833,,
64391,"Ready, Set, Monsters! - The Powerpuff Girls",,Cartoon Network,,59,,,2,,
64392,Monster League: Victory Road,,dh61049,,21,,,2,,
64394,Pixel Wars Mad City,6.1,ZULU,,1192,,,17,,
64395,猜猜拳,,hsu andy,,19,,,,,
64398,Real Indian Train Sim 2018,,GT Action Games,,112,,,1,,
64399,现代海战,7.3,北京华清飞扬网络股份有限公司,,1708,,10,54,2017,
64400,新·阿松拼图·新品毕业计画,9.2,"D-techno Co.,Ltd.",,863,,7,14,,
64401,波波罗克洛伊斯物语~娜尔希娅之泪与妖精之笛,8.8,SEGA,,4284,,5,41,,
64402,玄幻大陆,6,Jay Game,,12661,,17,130,,
64403,非人学园,6.4,网易游戏,,901893,,7582,19057,1377103,yes
64404,萌舞OL：梦幻炫舞,7.8,域起网络,上海域起网络科技有限公司,19959,,141,590,15521,
64405,2248,7.8,BIGDOG,,3286,,8,20,,
64406,Free Rider HD,,KANO/APPS,,217,,,2,,
64407,小兵大乱斗,8.6,海南爱乐游文化发展有限公司,,,17909,113,382,,
64409,天庭恋爱记,7.1,深圳市精准世纪信息科技有限公司,,2504,,26,53,3040,
64412,刃心（Ninja）,9.1,黑脉游戏,,814566,,967,3569,1450427,yes
64413,高中女友分手,,Girl Games - Vasco Games,,204,,,3,,
64420,宫殿：100日公主,8.5,Digital Sky Entertainment Ltd.,,95193,,430,1484,221870,yes
64421,数独 - 扫雷玩法单机版,,Yuhai Ren,,60,,,,,
64423,Loop Racer Return,,ETC GAME STUDIOS,,8,,,,,
64425,Mad Tanks - eSports TPS,,"Shanghai Islands of Adventure Infotech Co.,Ltd",,64,,,,,
64427,ストーカーちゃんと秘密の部屋,9.6,SEEC inc.,,135,,,5,,
64428,为了冒险，不走路不行啊（试玩版）,7.6,Shikudo,,12350,,63,137,,yes
64429,龙珠.IO,10,Edougames,,,619,2,27,,
64430,主播星工场,5.6,心悦互动,,1462,,4,25,,
64431,装甲娘,9.2,DMMGAMES,,,10441,5,87,,
64432,Sprocket,,Pixonite LLC,,2,,,,,
64433,旋转勇者CN,9.2,TissueTube,,,4625,3,41,,
64434,Dentist Crocodile,,GeekLabs.co,,135,,,1,,
64436,コエヲタヨリニ。ＳＰ　脱出ゲーム／ノベル／ホラー,9.2,opti,,427,,,9,,
64437,小马宝莉彩虹跑将,8.2,Budge Studios,,1408,,7,45,,
64438,Ballz Shooter,10,Ketchapp,,710,,,7,,
64439,烹饪时间 - 食物游戏,,IloGames,,231,,,1,,
64440,You ll Float Too -Pennywise Button,,Red_apps,,,,,,,
64442,大家来找茬,,TANapps,,532,,,3,,
64443,肉球大乱斗,8.2,糖游游科技,长沙糖游游信息科技有限公司,491,,,13,,
64446,懒吃蛇,9.3,zqz game,,5076,,8,59,,
64447,钢琴瓷砖 - Luis Fonsi Despacito,,TheFunAppSg,,36,,,1,,
64449,丛林 狙击兵 鹿 狩猎,,Gamers Trend,,343,,,4,,
64450,Super Slugs Racing Battle,,Bebelove,,1,,,,,
64451,Fingerprint Mood Scanner,,Knowledge Quiz Games,,24,,,1,,
64452,四 自行车 特技 模拟器,,Door to apps,,83,,,,,
64453,代客泊车：多层次停车游戏,,Zuuks Games,,670,,,4,,
64454,Arctic roads: car racing game,,Tiny Lab Productions,,14,,,,,
64455,锋神战记,7.6,上海擎穆网络科技有限公司,,240,,5,9,,
64456,Extreme Sports Car Driving 3D,,AxesInMotion Racing,,344,,1,5,,
64457,Can You Escape Ruined Building,,Odd1 Apps,,7,,,1,,
64458,三代目強化勇者イトウくん 空前絶後の若返り転生系RPG,,"TROOOZE, INC.",,79,,,2,,
64461,甜美的多汁水果,,BIG WIN Studio,,4,,,,,
64463,人魚傳說之長生燭,5.9,橙光,,2611,,,101,,
64465,Heart Attack,6.4,Play365,,1706,,,12,,
64466,"Highlands, Deep Waters",,Hosted Games,,23,,,2,,
64468,Mad City Japanese IV Dark Side Sandbox Action,5,Extereme Games,,1396,,,8,,
64471,脱出ゲーム ハロウィンな部屋からの脱出,,NAZOKOI,,6,,,,,
64474,江山美人傳-宮廷養成掛機遊戲,,ZhangYueduz,,79,,,1,,
64475,童話幻想掛機版－掛機策略遊戲,,kudasbogdana2,,63,,,2,,
64476,创世灵界,,IIUGAME,,74,,,1,,
64477,宝石探秘：不朽的法老艳后?,,BIG WIN Studio,,3,,,,,
64478,Super Bubble Pop,,Bubble Shooter,,12,,,,,
64480,Gas Station 2: Highway Service,3.7,Play With Games,,1727,,,4,,
64482,Word Panda Feed,,COLORDEER LIMITED,,5,,,,,
64483,Funny Super Hero 2017,,TapSim Game Studio,,11,,,,,
64486,超级卡车卡尔 道路工程: 挖掘，钻孔，搭建,,Mini Mango,,72,,,1,,
64487,C63 AMG Drift Simulator,,Process Games,,332,,1,3,,
64488,糖果爆裂,,Crazybuzz,,28,,,,,
64489,Yumm Monsters,,Appsolute Games,,12,,,,,
64490,Touge Drift Elite Simulator : JDM,,N3T Games,,68,,,2,,
64493,Business Woman Rescue Game Best Escape Game 228,,Best Escape Game,,1,,,,,
64496,Grand Robots Battleground,,Super Games Studio,,288,,,4,,
64497,Make Your Bodybuilder,,Cryptinity,,184,,,1,,
64498,Kavi Escape Game 251,,Kavi Games,,,,,,,
64500,Bubble Shooter Deluxe,,Free Bubble Shooter Games,,10,,,,,
64501,迷你车和拾起女孩：警察追逐在城市,,Funny Play Games,,99,,,3,,
64502,Counter Terror Attack,3.2,Doing Studio,,98223,,81,746,,
64505,儿童游戏：着色书,,Hippo Kids Games,,14,,,,,
64508,埃及艳后宝藏寻宝,,BIG WIN Studio,,16,,,1,,
64512,武侠挂机中,5.9,上海挂趣网络科技有限公司,,,839,1,14,,
64513,经典贪吃蛇,,光明工作室,,525,5,,6,,
64514,如果明天是晴天,9.2,逆向旋转独立工作室,,266725,,183,2123,381248,yes
64515,Vortex Rolling Ball - Rolly Dodging Ball !,,Vortex Rolly & Tiana Games,,59,,,,,
64517,Lunch Box Cooking and Decoration,,winkypinky,,14,,,,,
64518,Fresty,,Blue Bucket,,2,,,,,
64520,戰艦時代-免費遊戲,8.7,King CGP,,1970,,19,61,,
64521,多角恋情?我和男友们的悄悄话?HK,7.4,Momiji-Brand,,26949,,23,218,,
64522,九州天空城3D--御天戰魂,8.8,始祖鳥互動娛樂,,1227,,5,12,,
64523,Oggy,,Xilam Animation,,73,,,,,
64525,Chained Cars against Ramp,2.8,Tap - Free Games,,1838,,1,16,,
64526,?もっと!うろ覚えお絵かきクイズ！,,DownTownApps,,3,,,,,
64527,Music Show Escape,,Games2Jolly,,1,,,,,
64528,Classic Block Puzzle Brick,,Sonatgame,,104,,,,,
64529,妖獸大冒險,,E-Hi Game,,22,,,,,
64530,江山如此多嬌,,SpringGame,,78,,1,1,,
64531,V??ng Qu?c Trên M?y,,NPH VTC Mobile,,46,,,,,
64532,九州天空城3D--御戰天魂,5,始祖鳥互動娛樂台灣,,1302,,1,23,,
64533,Unicorn Treats - Sweet Hot Chocolate & Toast Maker,,Kids Crazy Games Media,,60,,,,,
64541,真正的钢琴老师,,Mobobi,,214,,,1,,
64542,TRangers,,Zzoo,,20,,,1,,
64543,Glam Doll Chic Makeover Salon,,Kiddle Fiddle,,23,,,,,
64545,紅杏出墻～這一次我可以劈腿嗎,7.7,Babangida,,14942,,13,112,,
64546,Pj Adventure Masks City,,Maxi PJ Apps Masks,,4,,,,,
64547,My Pretend Nature - Kids Wilderness Explorers FREE,,Beansprites LLC,,172,,,1,,
64548,PAW Jetpack Robot,,Cicinton,,1,,,,,
64550,逃脱魔法师之家,9.3,あそびごころ。,,1563,,6,25,,
64551,実は知らない!?＠オタク用語クイズ?「バブみ」とは…？?,,栗原　誠二,,1,,,,,
64552,トニーくんのよけろっ！,,hasegawa takuji,,1,,,,,
64553,AMC 空中美語,,AMC空中美語,,114,,,,,
64555,Rainbow Breaker,5.5,111%,,1288,,,10,,
64556,Wedding Salon Dash - Bridal Shop Simulator Game,,Tapps Games,,53,,,1,,
64557,史上最恶搞网络热门,5.5,Spil Games,,3256,,3,15,,
64558,Dragon Project,9.3,goGame,,1948,,,7,,
64559,切/点. - Slash/Dots.,,NASPAPA GAMES,,394,,,1,,
64561,3分投篮 - 太空篮球,,Appossible,,180,,2,3,,
64562,スカイロック,,mobage,,46,,,,,
64563,10点大作战,,Gua Studio,,25,,,,,
64564,荒野行动CN,7.9,网易游戏,,3658091,,87052,101851,13442734,yes
64565,New Escape Games 185,,NSR Escape Games,,,,,,,
64566,Munchkin Cat Rescue,,Games2Jolly,,1,,,,,
64568,Everwing,,Unique Plays,,25,,,1,,
64569,Crash Jungle World Games,,sisa sisa,,5,,,1,,
64570,Super Dunk Nation,,D.Luffy,,6,,,,,
64571,Guess the Food: Brand Quiz,,Trivia Box,,32,,,1,,
64572,迷你王国,9.2,Sand forge technology,,273,,,17,,
64574,Royal Darlings 2 - Princess & Pet Fun,,TutoTOONS,,16,,,,,
64576,Knight Of God(TCG+ Clicker),,??????,,19,,,1,,
64577,Nonogram Magic,,GAMEFOX,,219,,,3,,
64578,魔女塔防2,8.8,"StarGarage, Inc.",,2470,,11,28,,
64579,Battle of Tobot,,Sugihwaras Dev,,5,,,,,
64580,老子去当官—国际简体版,1.3,盐城气吞云梦科技有限公司,,470,,3,23,,
64581,生死狙击,3.4,无端科技,,1031,,4,30,,
64582,BanG Dream! 少女乐团派对TW,9.3,Mobimon Inc.,,66164,,584,1098,,yes
64583,熊猫宝宝泡泡,,BIG WIN Studio,,4,,,,,
64584,海盗岛的宝藏,,BIG WIN Studio,,6,,,,,
64585,匹配3宝石???卡通浣熊宝石拼图,,"Game Hero, S.L.U.",,5,,,,,
64587,科幻泡泡破碎机,,Pinkies,,43,,,2,,
64588,Button Blast - Dress Up Match-3 Puzzle,,Pixel Federation,,9,,,,,
64589,逃脱游戏：开关,,ROBAMIMI,,16,,,,,
64591,平假名男子：五十音图,9.3,Tabot,,6209,,22,127,,
64593,BUBBLE - TAPSONIC Music Game,,NEOWIZ,,48,,,3,,
64594,钻石大劫案,,BIG WIN Studio,,6,,,,,
64596,モナモン,9.6,GODHER,,746,,,25,,
64598,脱出ゲーム 名探偵ひよこ２ - 別荘編,,taabox,,8,,,,,
64600,Piano for Miraculous Ladybug,,sylvie worlds,,7,,,1,,
64601,Crazy Mommy Beauty Salon,,bmapps,,39,,,,,
64604,Zombie Raid: Survival,,QPLAZE,,23,,,,,
64609,神庙飙客：地穴逃亡,3.6,Top Drive Free Racing Games,,159,,,7,,
64611,"School Lunch Food - Burger, Popcorn Chicken & Milk",,Kids Crazy Games Media,,154,,,1,,
64612,Rolly Vortex Ballz,,Bubito,,70,,,,,
64614,Grand Bat Superhero Flying Assault Rescue Mission,,Dolphin Games,,23,,1,,,
64615,Swords of Immortals,,Ujoy,,78,,,,,
64616,ボクと契約してマンションを買ってよ。フフフ…【ボクマン】,,ピース,,36,,,,,
64617,Color Spinner Jump,,YINGGAMES,,9,,,,,
64618,Juice Jam 2,,"Ninja, Inc.",,15,,,,,
64619,Modern Frontline Mission,,RAY3D,,79,,,,,
64620,Cooking Madness - A Chef's Restaurant Games,9.7,AlphaFun2017,,2279,,,13,,
64621,Can You Escape Ghost Town,,Odd1 Apps,,8,,,,,
64622,Fish Hunt,,Games2Jolly,,15,,,,,
64623,逃脱游戏：万圣节,9.8,Jammsworks,,1525,,11,43,,
64624,逃脱游戏3D：老客栈,,NEAT ESCAPE,,308,,,3,,
64625,ZOMBIE INF,,Studio 08 inc.,,55,,,3,,
64626,星の釣り人,,naouki,,6,,,,,
64627,心&理テストやな by チョコレートスモーカーズ - つぶやきで心理診断！？心理テストアプリ,,Tomoki Iwasaki,,39,,,2,,
64629,World War Robot : Tank Wings,,Omsk Games,,69,,,1,,
64630,越野美国陆军长途客车驾驶模拟器,,Titan Game Productions,,1720,,,2,,
64631,Bomber Adventure,,Pham Khanh Chi,,107,,1,1,,
64632,海盗宝石消除,,BIG WIN Studio,,16,,,,,
64633,Garden Blast,,BitGame,,7,,,,,
64634,Mahjong,,Classic Game Maker,,42,,,2,,
64635,粉碎水果,,Free Match 3 Games,,4,,,,,
64637,怪奇物语,9.5,"BonusXP, Inc.",,84751,,484,560,,yes
64638,ねこパズル - かわいい猫のパズルゲーム 無料(スリーマッチパズル),,CanvasSoft,,14,,,,,
64640,水果撞击传奇,,Gamoper,,6,,,,,
64641,Aventador Drift Simulator,,Process Games,,937,,1,3,,
64642,Baby Hazel Newborn Baby 2,,Baby Hazel Games,,18,,,,,
64646,纸莲,8.9,闪电鱼,,65611,,143,685,74764,yes
64647,IdleBall 2-Break Color Rings,9.5,雷灵网络,,135,,,8,,
64648,儿童动物填色画画,,陈远芳,,326,,,,,
64654,我的面包房帝国 - 烘烤、装饰和出售蛋糕,,Coco Play By TabTale,,906,,,3,,
64657,不可能的BMX自行車超級英雄：天空追踪騎士,3.7,Gamatar,,387,,,7,,
64658,Cats GO without GPS,,Banana4apps,,41,,,2,,
64659,链式自行车赛3D,,Integer Games,,223,,,,,
64660,着色游戏 - 大人染色页面,,Coloring Books Mandala,,15,,,,,
64662,逃避游戏秘密基地,,TRISTORE,,55,,,1,,
64663,Sniper 3D : Train Shooting Game,,Timuz games,,140,,,,,
64666,Panther Online,,Swift Apps LTD,,381,,2,5,,
64667,數碼寶貝LinkzTW,7.9,BANDAI NAMCO Entertainment Inc.,,45177,,550,484,,
64668,機器人X與藍鯨攻擊,,Real Games Studio - 3D World,,130,,,3,,
64669,Offroad Car H,,Oppana Games,,757,,,3,,
64671,出租车模拟器2018,5.5,Zuuks Games,,3827,,1,10,,
64673,Calling Gene From Emoji The Movie,,Storica,,3,,,,,
64674,Egg Hatching Escape 2,,Games2Jolly,,1,,,,,
64675,Kavi Escape Game 252,,Kavi Games,,,,,,,
64676,Real Zebra Escape Game Best Escape Game 230,,Best Escape Game,,3,,,,,
64677,Arena Of Valor : Fighting-Happy Halloween,,Fighting Action Games,,94,,,1,,
64678,钻石大师,8.9,Remoro Studios,,298,52,,6,,
64679,陀螺仪总线驾驶模拟器 - 公共交通,6.3,"Wacky Studios -Parking, Racing & Talking 3D Games",,1558,,2,11,,
64686,米菲教育益智游戏,,AppQuiz,,29,,,,,
64687,Make Turbo Hexa Puzzle,,JDI Game Studio,,49,,,1,,
64688,强盗和小偷泡泡,,BIG WIN Studio,,8,,,,,
64689,绯闻女孩2 -女孩的战争,,Dress Up Games!,,90,,1,1,,
64690,Piano Tiles,,USA STUDIO,,106,,,4,,
64691,全球风暴,9.1,Sticky Studios,,76004,,51,296,,yes
64692,? Super Sonic  Classic Rush Adventures,,Fangamesdev,,5,,,,,
64693,Scary Butcher 3D,,Z & K,,99,,,,,
64694,拼图 - 甜甜点,,Appilo-Mob,,20,,,1,,
64695,儿童动物填色画画,,陈远芳,,224,82,1,2,,
64697,探索科博尋寶趣,,數位典藏與學習中心,,7,,,,,
64698,着色页 - 大人着色页,,Coloring Books Mandala,,32,,,,,
64699,蜘蛛射击目标 - 绳索摆动物理学,,colabomsoft,,26,,,,,
64700,脱出ゲーム Mr.3939の土曜日,,hozdesign,,21,,,1,,
64701,积木人驯蛮牛,8.5,Full Fat,,540,,,11,,
64702,Kavi Escape Game 253,,Kavi Games,,,,,,,
64703,Hidden Expedition: The Eternal Emperor,,Big Fish Games,,22,,,1,,
64704,触摸天空,8.7,Pan Deng Studio,Captain,195252,3570,65,1135,,yes
64707,Castle Woodwarf,,Domagoj Bulat,,60,,,2,,
64708,简单的逃脱游戏 - 蓝墙房屋逃生,,Best Escape Games Studio,,6,,,,,
64709,Why The Cube?,,beGunStudio,,2,,,,,
64711,Pirate Ship Craft: 探险和建筑游戏,,Fat Lion Games: Crafting & Building Adventure,,209,,2,2,,
64713,霓虹球运动员 - 街机无限游戏,,AppsLiker Labs,,54,,,1,,
64714,Halloween Witch - Fruit Puzzle,,Match 3 puzzle,,7,,,,,
64715,蝙蝠侠：内敌,8.3,Telltale Games,,5584,,5,44,,
64716,Train Driver 2018 - Train Sim,,Million Games,,86,,,,,
64718,Wood Puzzle - Calm Zen Fun,,Relaxing Brain Training,,43,,,,,
64719,鬼屋 隐藏对象的游戏下载,,Webelinx Hidden Object Games,,33,,,,,
64720,Happy Queen Rescue Game Kavi 254,,Kavi Games,,,,,,,
64721,Cute Witch Rescue 2 Game Best Escape Game 231,,Best Escape Game,,3,,,,,
64722,言いまちがいクイズ!!?間違えて覚えた言葉たち?,,DownTownApps,,5,,,,,
64723,Escape Games Day-753,,Mirchi Escape Games,,,,,,,
64724,越野美国陆军列车驾驶仿真器,,Titan Game Productions,,495,,,4,,
64725,维京人,,BYV,,827,,1,2,,
64726,Ultra Hero Run,,SANTOSO GAME,,3,,,,,
64727,Harvest Match,,Fun Match 3 Games,,7,,,,,
64728,Farm Harvest Super Match 3,,WordGame Inc.,,6,,,,,
64732,Shooting Legends,,Bright Continent,,428,,,2,,
64736,Larva Heroes: Lavengers 2018,,Mr.Games,,188,,,,,
64738,卓越：赞德的故事,,Stoker Games Limited,,209,,1,5,,
64739,Kick Ass Commandos,,Anarchy Enterprises,,1017,,1,5,,
64742,Alive In Shelter: Moon,,Wojciech Zomkowski (pokulan),,107,,,1,,
64743,ILUO-一球到底,9.2,一起玩工作室,,479,,,9,,
64744,Rolly Vortex 2017,,XLINE,,116,,,1,,
64745,"Truth Or Dare - Adults, Teens, Kids",,AndroSpot,,2,,,,,
64746,密室逃脱者:越狱逃出女孩房间(推理解谜游戏),7.4,PapaBox,,404,,4,10,,
64747,おばけハント,,"BIGBANG, Inc.",,4,,,,,
64748,逃脱茶室,9.6,FUNKYLAND,,3303,,6,42,,
64749,Fist of Rage: 2D Battle Platformer,,Touchten,,186,,,1,,
64750,Monster Dex - Art of Guard,,BYZine Game,,4,,,,,
64751,Super Lol Surprise Eggs : Baby Dolls Game,,kikaninchenn,,2,,,,,
64752,Beach Offroad Quad Atv Simulator 2017,,EREN GAMES,,198,,,,,
64753,ネットで炎上みっけ2－試されるあなたの常識力,,DownTownApps,,2,,,,,
64756,Bride and Bridesmaids - Wedding Game,,Pinkie Pop,,26,,,,,
64757,Jewel Match Madness,,Cookie Crush Games,,3,,,,,
64758,Heavy Army Tank Driving Simulator World War Blitz,,Bajake Studios,,143,,,2,,
64759,MELOBEAT - Awesome Piano & MP3 Rhythm Game,9.6,"Float32, Inc.",,11126,,3,151,,
64762,Chairlift Simulator 2017,,Tap - Free Games,,47,,,,,
64763,Raft Survival：筏上生存,8,PlayHotGames,,49310,,116,164,,
64765,Chained Bike Games 3D,,Million Games,,46,,,,,
64766,Juegos de Chicas - Plippas Girls Games io,,Atom Gamer,,6,,,,,
64767,Craft Air Ninja: Spider-Shadow Resque,,OMGAMES,,9,,,,,
64768,Racing MotoCross HD,,Foose Games,,16,,,,,
64769,Modern Spa House Escape 2,,Escape Game Studio,,14,,,,,
64771,饼干粉碎,,BIG WIN Studio,,3,,,,,
64772,所罗门的守望,9.1,Raptisoft,,77666,,131,476,,yes
64773,Bubble Master Pop,,Bubble Shooter Games by Ilyon,,2,,,,,
64774,Basket Manager 2018 Free,8.1,Blank Snow,,923,,1,23,,
64775,农场出纳店经理 - 儿童游戏,,Tenlogix Games,,30,,,,,
